country,score,gdp,social,health,freedom,generosity,trust,year,iso_alpha,region,sub_region,dystopia_residual
Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2016,MYS,Asia,South-eastern Asia,2.35381
Nicaragua,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,2016,NIC,Americas,Latin America and the Caribbean,2.82435
Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,2016,UZB,Asia,Central Asia,2.34629
Italy,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2016,ITA,Europe,Southern Europe,2.3486899999999995
Ecuador,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2016,ECU,Americas,Latin America and the Caribbean,2.77326
Belize,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,2016,BLZ,Americas,Latin America and the Caribbean,3.0807400000000005
Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,2016,JPN,Asia,Eastern Asia,1.8057800000000004
Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2016,KAZ,Asia,Central Asia,2.4936399999999996
Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,2016,MDA,Europe,Eastern Europe,3.379800000000001
Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2016,RUS,Europe,Eastern Europe,2.59116
Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2016,POL,Europe,Eastern Europe,2.20039
South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,2016,KOR,Asia,Eastern Asia,2.35005
Bolivia,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,2016,BOL,Americas,Latin America and the Caribbean,2.91624
Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2016,LTU,Europe,Northern Europe,2.6052099999999996
Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,2016,BLR,Europe,Eastern Europe,2.3855099999999996
North Cyprus,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,2016,CYP,Asia,Western Asia,1.9349500000000002
Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,2016,SVN,Europe,Southern Europe,1.7955199999999998
Peru,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2016,PER,Americas,Latin America and the Caribbean,2.7312800000000004
Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,2016,TKM,Asia,Central Asia,2.21518
Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,2016,MUS,Africa,Sub-Saharan Africa,2.20245
Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,2016,LBY,Africa,Northern Africa,2.3933400000000002
Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2016,LVA,Europe,Northern Europe,2.2090399999999994
Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,2016,CYP,Asia,Western Asia,2.0452500000000002
Paraguay,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,2016,PRY,Americas,Latin America and the Caribbean,2.1609400000000005
Romania,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2016,ROU,Europe,Eastern Europe,2.4514499999999995
Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,2016,EST,Europe,Northern Europe,1.8202200000000008
Jamaica,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2016,JAM,Americas,Latin America and the Caribbean,2.3568999999999996
Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,2016,HRV,Europe,Southern Europe,2.52475
Hong Kong,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,2016,HKG,Asia,Eastern Asia,0.9260900000000003
Somalia,5.44,0.0,0.33613,0.11466,0.56778,0.27225,0.3118,2016,SOM,Africa,Eastern Africa,3.8373800000000005
Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2016,XKX,Europe,Southern Europe,2.80958
Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2016,TUR,Asia,Western Asia,2.29029
Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2016,IDN,Asia,South-eastern Asia,2.0321700000000003
Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2016,JOR,Asia,Western Asia,2.20117
Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2016,AZE,Asia,Western Asia,2.273
Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2016,PHL,Asia,South-eastern Asia,2.23485
China,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2016,CHN,Asia,Eastern Asia,2.1706200000000004
Bhutan,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,2016,BTN,Asia,Southern Asia,1.8295499999999993
Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2016,KGZ,Asia,Central Asia,2.281669999999999
Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2016,SRB,Europe,Southern Europe,2.2756
Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,2016,BIH,Europe,Southern Europe,2.48384
Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2016,MNE,Europe,Southern Europe,2.25533
Dominican Republic,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,2016,DOM,Americas,Latin America and the Caribbean,1.69631
Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2016,MAR,Africa,Northern Africa,2.94873
Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,2016,HUN,Europe,Eastern Europe,1.954439999999999
Pakistan,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,2016,PAK,Asia,Southern Asia,3.1825599999999996
Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,2016,LBN,Asia,Western Asia,2.0729499999999996
Portugal,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,2016,PRT,Europe,Southern Europe,1.5302400000000005
Macedonia,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,2016,MKD,Europe,Southern Europe,2.089740000000001
Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,2016,VNM,Asia,South-eastern Asia,1.94204
Somaliland Region,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,2016,SOM,Africa,Eastern Africa,2.4376900000000004
Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2016,TUN,Africa,Northern Africa,2.6837500000000003
Greece,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,2016,GRC,Europe,Southern Europe,2.1296300000000006
Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,2016,TJK,Asia,Central Asia,2.39129
Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,2016,MNG,Asia,Eastern Asia,1.5359900000000004
Laos,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,2016,LAO,Asia,South-eastern Asia,2.0862700000000007
Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2016,NGA,Africa,Sub-Saharan Africa,2.88555
Honduras,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,2016,HND,Americas,Latin America and the Caribbean,2.2959100000000006
Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,2016,IRN,Asia,Southern Asia,1.9980099999999998
Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2016,ZMB,Africa,Sub-Saharan Africa,2.5895799999999998
Nepal,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,2016,NPL,Asia,Southern Asia,2.32722
Palestinian Territories,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,2016,PSE,Asia,Western Asia,2.40392
Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,2016,ALB,Europe,Southern Europe,1.92793
Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2016,BGD,Asia,Southern Asia,2.60892
Sierra Leone,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,2016,SLE,Africa,Sub-Saharan Africa,3.0143699999999995
Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,2016,IRQ,Asia,Western Asia,1.8166400000000005
Namibia,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,2016,NAM,Africa,Sub-Saharan Africa,1.9219899999999996
Cameroon,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,2016,CMR,Africa,Sub-Saharan Africa,2.5202099999999996
Ethiopia,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,2016,ETH,Africa,Sub-Saharan Africa,2.65612
South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,2016,ZAF,Africa,Sub-Saharan Africa,1.6426599999999998
Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,2016,LKA,Asia,Southern Asia,0.9163299999999999
India,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2016,IND,Asia,Southern Asia,2.17991
Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,2016,MMR,Asia,South-eastern Asia,1.5062099999999994
Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,2016,EGY,Africa,Northern Africa,1.9692999999999996
Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,2016,ARM,Asia,Western Asia,1.9790800000000006
Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,2016,KEN,Africa,Sub-Saharan Africa,1.8835600000000001
Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,2016,UKR,Europe,Eastern Europe,1.50021
Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2016,GHA,Africa,Sub-Saharan Africa,2.20023
Congo (Kinshasa),4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,2016,COD,Africa,Sub-Saharan Africa,2.7492799999999997
Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,2016,GEO,Asia,Western Asia,1.86997
Congo (Brazzaville),4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,2016,COG,Africa,Sub-Saharan Africa,2.1071199999999997
Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,2016,SEN,Africa,Sub-Saharan Africa,1.9787300000000005
Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,2016,BGR,Europe,Eastern Europe,1.1541899999999998
Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,2016,MRT,Africa,Sub-Saharan Africa,1.9260699999999997
Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2016,ZWE,Africa,Sub-Saharan Africa,2.4431699999999994
Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2016,MWI,Africa,Sub-Saharan Africa,2.8286499999999997
Sudan,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,2016,SDN,Africa,Northern Africa,2.1102800000000004
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,2016,GAB,Africa,Sub-Saharan Africa,1.4528500000000002
Mali,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2016,MLI,Africa,Sub-Saharan Africa,2.11073
Haiti,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2016,HTI,Americas,Latin America and the Caribbean,2.3714199999999996
Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,2016,BWA,Africa,Sub-Saharan Africa,0.9675300000000004
Comoros,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2016,COM,Africa,Sub-Saharan Africa,2.2566800000000002
Ivory Coast,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016,CIV,Africa,Sub-Saharan Africa,1.9750999999999999
Cambodia,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,2016,KHM,Asia,South-eastern Asia,1.3156900000000005
Angola,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,2016,AGO,Africa,Sub-Saharan Africa,2.09418
Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2016,NER,Africa,Sub-Saharan Africa,2.0945099999999996
South Sudan,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,2016,SSD,Africa,Sub-Saharan Africa,2.5092999999999996
Chad,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2016,TCD,Africa,Sub-Saharan Africa,2.3065800000000003
Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,2016,BFA,Africa,Sub-Saharan Africa,1.8729799999999999
Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016,UGA,Africa,Sub-Saharan Africa,1.5137799999999997
Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,2016,YEM,Asia,Western Asia,1.9733700000000005
Madagascar,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2016,MDG,Africa,Sub-Saharan Africa,2.15092
Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,2016,TZA,Africa,Sub-Saharan Africa,1.37791
Liberia,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2016,LBR,Africa,Sub-Saharan Africa,2.23313
Guinea,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016,GIN,Africa,Sub-Saharan Africa,2.15579
Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,2016,RWA,Africa,Sub-Saharan Africa,0.9681000000000002
Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2016,BEN,Africa,Sub-Saharan Africa,2.10846
Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2016,AFG,Asia,Southern Asia,2.1458199999999996
Togo,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,2016,TGO,Africa,Sub-Saharan Africa,2.13584
Syria,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,2016,SYR,Asia,Western Asia,0.8177899999999996
Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016,BDI,Africa,Sub-Saharan Africa,2.10451
Norway,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2017,NOR,Europe,Northern Europe,2.2769482731819153
Denmark,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2017,DNK,Europe,Northern Europe,2.313872426748273
Iceland,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2017,ISL,Europe,Northern Europe,2.3230116218328547
Switzerland,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2017,CHE,Europe,Western Europe,2.276350229978558
Finland,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2017,FIN,Europe,Northern Europe,2.429978370666502
Netherlands,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2017,NLD,Europe,Western Europe,2.294883728027335
Canada,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017,CAN,Americas,Northern America,2.1868767738342347
New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2017,NZL,Oceania,Australia and New Zealand,2.0464552938938123
Sweden,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2017,SWE,Europe,Northern Europe,2.097853243350987
Australia,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2017,AUS,Oceania,Australia and New Zealand,2.065165877342224
Israel,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2017,ISR,Asia,Western Asia,2.8016100749373436
Costa Rica,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2017,CRI,Americas,Latin America and the Caribbean,2.8985293284058544
Austria,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2017,AUT,Europe,Western Europe,2.1383305191993722
United States,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,2017,USA,Americas,Northern America,2.2185754626989436
Ireland,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017,IRL,Europe,Northern Europe,1.7739230394363323
Germany,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2017,DEU,Europe,Western Europe,2.01609325408936
Belgium,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2017,BEL,Europe,Western Europe,2.124197274446484
Luxembourg,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,LUX,Europe,Western Europe,1.6197398602962467
United Kingdom,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017,GBR,Europe,Northern Europe,1.704178005456928
Chile,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2017,CHL,Americas,Latin America and the Caribbean,2.509865000844007
United Arab Emirates,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017,ARE,Asia,Western Asia,1.7346711456775656
Brazil,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2017,BRA,Americas,Latin America and the Caribbean,2.7688922584056903
Czech Republic,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017,CZE,Europe,Eastern Europe,2.452062774449585
Argentina,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2017,ARG,Americas,Latin America and the Caribbean,2.614400133490562
Mexico,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017,MEX,Americas,Latin America and the Caribbean,2.837480537593372
Singapore,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017,SGP,Asia,South-eastern Asia,1.2163012623786926
Malta,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017,MLT,Europe,Southern Europe,1.5568005144596144
Uruguay,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017,URY,Americas,Latin America and the Caribbean,2.172444552183147
Guatemala,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2017,GTM,Americas,Latin America and the Caribbean,2.894150577485561
Panama,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,PAN,Americas,Latin America and the Caribbean,2.3073353245854404
France,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2017,FRA,Europe,Western Europe,2.006346896290782
Thailand,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017,THA,Asia,South-eastern Asia,2.039162952452892
Taiwan Province of China,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2017,TWN,Asia,Eastern Asia,2.1261675134301212
Spain,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017,ESP,Europe,Southern Europe,1.9277216121554366
Qatar,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,2017,QAT,Asia,Western Asia,1.1459352374076825
Colombia,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2017,COL,Americas,Latin America and the Caribbean,2.6159960590302926
Saudi Arabia,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017,SAU,Asia,Western Asia,2.065751537680627
Trinidad and Tobago,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,2017,TTO,Americas,Latin America and the Caribbean,2.05354048870503
Kuwait,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,2017,KWT,Asia,Western Asia,1.6404561698436826
Slovakia,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017,SVK,Europe,Eastern Europe,2.098241541534656
Bahrain,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,2017,BHR,Asia,Western Asia,1.6558865606784785
Malaysia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017,MYS,Asia,South-eastern Asia,2.0048796087503433
Nicaragua,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2017,NIC,Americas,Latin America and the Caribbean,2.513475179672242
Ecuador,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2017,ECU,Americas,Latin America and the Caribbean,2.289929151535034
El Salvador,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017,SLV,Americas,Latin America and the Caribbean,2.714380167424688
Poland,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,POL,Europe,Eastern Europe,1.7979089841246614
Uzbekistan,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,2017,UZB,Asia,Central Asia,1.8165567964315406
Italy,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,2017,ITA,Europe,Southern Europe,1.8135975245386353
Russia,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,RUS,Europe,Eastern Europe,2.2055801860988185
Belize,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2017,BLZ,Americas,Latin America and the Caribbean,2.6323088854551373
Japan,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017,JPN,Asia,Eastern Asia,1.363312147557739
Lithuania,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,LTU,Europe,Northern Europe,2.2286894712597207
